order_id,customer_id,order_date,amount,currency,status,device,country
117,,2022-01-09,-93.24579105418128,usd,refunded,desktop,US
118,,10/03/2023,153.04901193235756,usd,Completed,mobile,US
119,,19/06/2023,-77.01193071831288,usd,Completed,mobile,usa
120,,2022/03/22,190.9666723205089,usd,completed,mobile,usa
121,,2023/10/12,405.8353702135424,USD,refunded,desktop,US
122,,2022-01-23,149.05418484741105,USD,refunded,mobile,usa
123,C_100,04/01/2023,78.04141980359012,USD,completed,mobile,UK
124,,2023-03-23,-320.6808445003814,USD,refunded,mobile,US
125,C100,11/03/2022,93.308708742451,USD,Completed,desktop,UK
126,,2023/03/11,-39.242885635383985,usd,Completed,mobile,UK
127,C100,2022-04-13,289.34249434108665,USD,refunded,desktop,US
128,C_100,2022/09/21,-34.029359760084205,usd,refunded,mobile,US
129,,2022/09/15,-362.90206969723397,usd,refunded,desktop,usa
130,C_100,2022/04/20,-121.16010060142945,USD,Completed,mobile,usa
131,,26/01/2023,166.9880994516827,USD,completed,mobile,UK
132,,2023-07-11,-1.7600233016839835,usd,Completed,desktop,usa
133,C100,2023/05/31,452.0538441702019,USD,completed,mobile,usa
134,C100,2022-04-21,-97.57653698280126,usd,refunded,desktop,usa
135,C_100,2022/01/18,-170.72209819850482,USD,refunded,desktop,US
136,C100,26/04/2023,-234.4612353381232,usd,Completed,desktop,US
137,C_100,2022-02-17,-126.62378917183264,usd,completed,mobile,UK
138,C100,2023-05-07,46.29987141971112,usd,completed,desktop,US
139,C100,04/05/2022,-230.00729506180986,usd,Completed,desktop,usa
140,C_100,2023-11-02,-160.34973862951517,USD,Completed,mobile,usa
141,C_100,2023-03-14,-60.407158923332815,usd,Completed,desktop,usa
142,C100,2022-11-15,398.9120651534445,USD,Completed,mobile,US
143,C_100,13/09/2023,136.41127676129324,usd,completed,desktop,US
144,C_100,2022/07/15,-191.1271948939956,USD,Completed,mobile,US
145,C100,2022-09-05,77.68717201554696,USD,Completed,mobile,UK
146,C_100,2022-10-26,-198.74923805059018,USD,completed,desktop,usa
147,C100,2023/05/11,-166.27672461215425,USD,Completed,mobile,US
148,C100,2022-06-18,115.76869008117609,usd,refunded,desktop,usa
149,C100,2023/10/07,-190.11283857946816,usd,refunded,desktop,US
150,C100,2023/01/22,54.18656511839479,usd,refunded,mobile,UK
151,,2022-01-22,-70.2264757443791,usd,Completed,mobile,US
152,C_100,2023/03/28,-70.50233351337063,USD,Completed,desktop,usa
153,C100,03/02/2023,143.53327727468383,USD,completed,mobile,UK
154,C100,2022/04/17,-253.04258608043878,USD,Completed,mobile,usa
155,,2022-08-01,98.69268022858257,usd,Completed,mobile,UK
156,C_100,03/04/2023,-348.0383510092765,USD,completed,mobile,usa
157,C100,2023-01-03,113.68677503134754,usd,Completed,desktop,UK
158,,21/02/2022,-72.73256755937425,USD,Completed,mobile,US
159,C_100,2023-05-28,-114.6371327116857,USD,refunded,mobile,UK
160,C_100,05/11/2023,-150.85400768551418,usd,refunded,mobile,US
161,C_100,2023/05/27,71.69144691209911,usd,Completed,mobile,US
162,C100,22/06/2023,-172.36204856756575,usd,completed,desktop,UK
163,C_100,22/04/2023,-147.9053720886502,usd,refunded,mobile,usa
164,C100,2023-07-30,289.3542157245456,usd,completed,mobile,US
165,,24/08/2023,78.11332488956081,USD,completed,mobile,UK
166,C_100,28/11/2023,-73.5155571298286,USD,refunded,desktop,usa
167,C_100,18/07/2022,-221.74495371170556,usd,completed,desktop,US
168,,2023-05-28,-481.12014478259067,usd,refunded,desktop,US
169,C100,2022-04-07,-89.25539619660577,USD,refunded,mobile,US
170,C100,21/01/2023,27.175776987169275,usd,refunded,desktop,US
171,C100,2023-07-01,139.14337542885946,usd,refunded,desktop,US
172,,2022/05/27,-125.07120270015837,usd,Completed,mobile,UK
173,,2023/01/15,-85.53190164631394,usd,completed,desktop,UK
174,,06/03/2022,-198.7949404891645,USD,completed,mobile,US
175,,31/10/2022,-133.25257932293007,USD,completed,desktop,UK
176,C_100,03/04/2022,-275.1366185961585,USD,Completed,mobile,US
177,C100,2022/09/21,-284.27510007178125,USD,refunded,mobile,US
178,,07/02/2023,-70.38435889412989,usd,refunded,desktop,UK
179,,2023/02/07,-446.1628157652595,USD,refunded,mobile,UK
180,C_100,2022/02/01,129.83450940840402,USD,Completed,desktop,UK
181,C_100,2023/05/12,95.33807306461198,usd,completed,mobile,UK
182,C_100,2022/04/28,5.023805994147857,usd,refunded,mobile,UK
183,,2023-04-12,327.8558828000934,USD,refunded,mobile,usa
184,C_100,2022-12-11,308.49672997542893,usd,Completed,mobile,UK
185,C_100,10/06/2022,-36.61548392350319,usd,Completed,desktop,usa
186,,2023-09-21,-443.7550918938822,USD,Completed,mobile,US
187,C_100,07/11/2023,-52.961649005331694,USD,Completed,mobile,UK
188,C_100,2023-08-22,-533.557226476549,usd,completed,mobile,US
189,C100,05/06/2022,129.7809474501309,usd,Completed,desktop,usa
190,C_100,2023-08-23,142.42815353770314,USD,Completed,desktop,UK
191,C100,2023/06/06,373.4264810535859,USD,refunded,desktop,US
192,C_100,2022-02-08,73.24969895205162,USD,Completed,mobile,usa
193,,2023/11/23,83.73985684045712,USD,refunded,desktop,usa
194,,2022/05/16,-89.48873079886539,USD,Completed,mobile,usa
195,,2023/08/08,58.308790036030835,USD,completed,desktop,US
196,C_100,2022/04/18,-29.3687580451701,USD,Completed,desktop,UK
197,C_100,2022-12-25,114.08574456330658,usd,completed,desktop,US
198,C100,2022-03-05,-190.13479208532266,usd,refunded,desktop,UK
199,,2023/09/15,192.15064076109869,USD,completed,mobile,UK
200,C100,2022/10/30,-156.62800700457856,USD,refunded,desktop,usa
201,C_100,2023/01/23,407.41880877491326,usd,completed,mobile,usa
202,,2023-05-24,196.00573598076417,usd,Completed,desktop,US
203,C100,2022/07/08,235.79551023490387,usd,refunded,desktop,usa
204,C_100,2023-07-29,38.15208812449538,USD,Completed,desktop,UK
205,C100,2023-03-20,31.97134062272422,usd,Completed,mobile,US
206,C_100,27/11/2022,-182.05275757673894,usd,Completed,mobile,UK
207,C_100,2022/01/23,171.79570314006187,USD,completed,desktop,usa
208,C100,2022/05/02,-161.91150530538334,usd,Completed,mobile,usa
209,,2022-05-29,292.787362342963,usd,completed,mobile,UK
210,C_100,2023/07/14,166.84766886177889,usd,completed,desktop,US
211,C100,2022/04/07,-278.0419798162001,usd,refunded,mobile,usa
212,C100,2023-04-09,431.75056475976953,USD,Completed,desktop,US
213,C_100,2022/11/03,-45.51094071888667,usd,completed,mobile,UK
214,,25/09/2022,-78.16377119733056,USD,Completed,desktop,US
215,,2022-03-16,-217.92486490053062,USD,Completed,desktop,US
216,C_100,2023/03/17,184.8915031383136,usd,refunded,mobile,UK
217,C_100,2022-08-13,-227.23333497934223,USD,Completed,desktop,UK
218,C_100,2022-11-09,210.21169081111165,usd,completed,mobile,UK
219,C100,2022/07/05,100.72554573930796,USD,completed,desktop,UK
220,,2022-05-03,193.4866011105062,USD,completed,mobile,UK
221,,15/03/2022,18.67499938746758,usd,completed,desktop,US
222,,14/04/2022,278.47513257377426,USD,refunded,mobile,usa
223,,2023-07-27,-308.4555327961836,USD,completed,mobile,UK
224,,2023-07-24,316.80343019801796,usd,refunded,mobile,UK
225,C100,2022-10-20,59.470826780986364,USD,Completed,mobile,usa
226,C_100,2022/05/18,215.63453155510177,usd,completed,mobile,US
227,C_100,2022-09-05,-163.96042923327704,USD,Completed,desktop,US
228,C_100,2022-12-05,-2.726533534484601,usd,Completed,mobile,US
229,,2023/11/08,3.864501354772197,usd,completed,mobile,usa
230,C100,2023/09/20,-252.14522740553952,USD,refunded,desktop,US
231,C_100,2022-04-21,-339.7238985425922,usd,refunded,mobile,US
232,C100,2023/06/12,-49.80919112179177,USD,completed,mobile,usa
233,,10/01/2022,113.80652759627709,usd,refunded,desktop,UK
234,C100,03/03/2023,118.72692149268478,USD,completed,mobile,UK
235,,2022-05-26,-215.69062098644943,USD,Completed,mobile,usa
236,C_100,2023/02/11,438.93066082197333,USD,Completed,mobile,usa
237,C100,18/04/2022,52.256836471269516,usd,Completed,mobile,UK
238,C100,2023-11-19,111.42711134241416,USD,completed,desktop,UK
239,C100,2023/03/15,-17.830668116959732,USD,Completed,desktop,usa
240,C100,2022-01-01,-26.270231360976094,usd,Completed,mobile,usa
241,,2022/01/05,-148.18075390791537,usd,refunded,desktop,usa
242,,2022/01/09,-128.35317433595554,USD,refunded,desktop,UK
243,,2022-03-07,-89.36647096168258,USD,completed,mobile,UK
244,C_100,2023/05/25,197.43601308796735,usd,refunded,desktop,usa
245,C100,16/12/2022,-309.674926137217,USD,refunded,mobile,UK
246,C_100,22/02/2023,-213.15193211082283,usd,Completed,mobile,UK
247,C_100,12/05/2023,-302.18212266752056,USD,Completed,mobile,US
248,,2023-11-19,2.036776801152006,USD,refunded,desktop,usa
249,C_100,2022-12-08,17.116619512127382,USD,refunded,mobile,UK
250,C100,17/07/2023,-341.07472064325515,USD,completed,mobile,US
251,C_100,2023/07/10,99.7437555301368,usd,Completed,mobile,usa
252,C_100,2022/04/28,122.58114222594125,usd,completed,desktop,UK
253,,2022-08-09,193.2791797295322,USD,refunded,desktop,usa
254,C_100,2022-11-17,13.32163044178162,usd,Completed,desktop,usa
255,,17/08/2023,71.73890482966665,usd,Completed,mobile,US
256,,2022/10/03,128.66049017665551,USD,completed,mobile,UK
257,C100,2023/03/06,-36.48189188953267,usd,Completed,desktop,UK
258,,27/07/2023,41.26347776191642,usd,refunded,mobile,UK
259,,2023-09-28,-26.743976411216035,usd,refunded,desktop,usa
260,C100,13/07/2023,-16.57048805930144,USD,Completed,mobile,UK
261,,27/11/2023,99.30603637444395,usd,refunded,mobile,UK
262,,2022-03-28,99.1305222276147,usd,refunded,desktop,UK
263,C_100,2022/08/10,390.26958026214453,USD,Completed,desktop,US
264,,2023-03-13,235.53679382703606,usd,completed,mobile,US
265,C100,2022/01/18,-223.0175063287509,USD,completed,mobile,usa
266,,2022/07/22,-231.05854854949123,USD,Completed,mobile,US
267,C100,2022/10/13,65.16855926740249,USD,refunded,desktop,US
268,C100,2022/08/23,57.27924919185598,usd,Completed,mobile,UK
269,C_100,2022-12-22,-143.9541990181931,USD,Completed,mobile,UK
270,,29/10/2023,37.41276647022435,USD,Completed,desktop,UK
271,C_100,11/11/2022,241.3552696948062,usd,refunded,mobile,US
272,,2023-05-11,-78.70071028272444,usd,Completed,desktop,UK
273,C100,2022/11/01,-36.56948271938007,usd,Completed,desktop,UK
274,,2022-06-13,-22.84169254978947,USD,Completed,mobile,UK
275,C100,29/08/2022,-117.77452972155231,usd,Completed,mobile,usa
276,C100,2023/05/11,306.7716258773684,USD,refunded,mobile,usa
277,C_100,2022-06-21,-0.929298010181995,USD,refunded,mobile,usa
278,,2022/07/11,-317.0564310797437,usd,Completed,mobile,UK
279,C100,28/12/2022,8.135571409203141,usd,completed,mobile,UK
280,C_100,2022/06/11,35.54157574688135,usd,Completed,desktop,UK
281,C_100,2022/10/19,-130.9144649479032,USD,refunded,mobile,US
282,C_100,2023-03-01,263.7646066382541,USD,refunded,desktop,US
283,,2022-11-23,42.07413191290108,usd,refunded,desktop,US
284,C100,2022-04-10,98.83078630007532,USD,completed,mobile,US
285,C100,2023/05/23,149.069524782065,USD,completed,mobile,usa
286,C100,30/10/2023,414.4208765949819,usd,Completed,desktop,US
287,C_100,2022-09-06,155.0319072850754,usd,refunded,desktop,UK
288,C_100,2022-01-19,-246.30633312269805,USD,refunded,mobile,US
289,C_100,2022-07-20,287.1907831884216,usd,Completed,mobile,UK
290,C_100,2022-04-16,12.7787854375941,USD,Completed,desktop,US
291,C_100,30/03/2023,239.03213756860566,usd,refunded,mobile,UK
292,,2023/07/27,-257.28067000547674,USD,Completed,mobile,usa
293,C_100,2022-11-03,-257.7241374306779,USD,Completed,mobile,US
294,C100,08/06/2022,66.63526359718163,usd,Completed,mobile,UK
295,,17/12/2022,244.46842099967964,usd,Completed,desktop,US
296,C100,2023/06/09,-297.6724907700344,USD,refunded,desktop,US
297,,11/10/2022,54.37102062266591,usd,Completed,mobile,usa
298,C100,2022/04/25,-173.1286800998369,USD,completed,desktop,usa
299,,2023-02-12,-87.39483297058422,USD,Completed,desktop,US
300,,2022-09-11,-6.532102275924656,USD,Completed,mobile,usa
301,,2022/10/11,-185.8111378049421,USD,Completed,desktop,UK
302,C_100,2022/04/29,-572.3442536928511,usd,refunded,mobile,US
303,C_100,2023/07/06,63.33491696111363,USD,Completed,desktop,UK
304,C_100,2022/08/26,79.7171846651962,usd,completed,mobile,UK
305,C_100,2022/05/03,-407.6581135620542,usd,completed,mobile,usa
306,C100,2022-09-02,43.34268746674025,usd,Completed,desktop,US
307,C_100,13/06/2023,191.22267814280403,usd,refunded,desktop,US
308,,22/03/2023,-85.63983283398268,USD,Completed,desktop,UK
309,,2022/03/15,-38.50593293464553,usd,completed,mobile,usa
310,,2023-07-05,239.207695698428,usd,refunded,desktop,US
311,C_100,2023-02-13,211.00770230415097,USD,completed,desktop,US
312,C100,2022-04-08,-243.07821332370588,USD,refunded,desktop,usa
313,,2022/12/23,-44.89900132488815,usd,Completed,desktop,usa
314,C100,2022-04-01,212.0752140079162,usd,Completed,mobile,US
315,,14/07/2022,105.28605055762068,usd,refunded,mobile,UK
316,,2023/05/07,185.88656697819562,usd,completed,mobile,usa
317,C100,25/09/2023,36.20433707787721,usd,Completed,desktop,usa
318,C_100,17/05/2022,10.885691988278905,usd,refunded,desktop,usa
319,,2023/01/12,-91.17305387027143,USD,completed,desktop,usa
320,C100,2023/04/01,-242.694208859493,USD,refunded,mobile,US
321,C100,2022/11/19,138.68511181379307,USD,completed,mobile,UK
322,C100,05/12/2022,232.4777395535965,usd,completed,desktop,UK
323,C_100,2022/08/28,-232.42305248826094,usd,completed,mobile,usa
324,C100,2023-09-15,-223.6327755385417,usd,completed,mobile,US
325,C100,23/08/2023,-100.0187701839175,USD,refunded,desktop,US
326,,2022/10/23,-40.71288054148571,USD,completed,mobile,usa
327,,19/06/2022,-113.06372182182385,usd,refunded,desktop,usa
328,C100,2022/03/05,-210.3484316258454,USD,refunded,desktop,usa
329,C100,14/04/2023,12.26962178275272,USD,refunded,desktop,US
330,C_100,2022-08-05,263.29401213442713,USD,Completed,desktop,UK
331,C100,18/10/2022,-231.4881000043993,USD,Completed,mobile,US
332,,2022/03/15,293.3949823909221,usd,Completed,mobile,US
333,C100,2022-06-08,204.48382802275438,USD,Completed,mobile,UK
334,,2023/12/01,-211.59610053808353,usd,Completed,desktop,UK
335,,30/03/2023,187.31533874906324,USD,Completed,mobile,usa
336,C100,2023-11-05,-235.89863905868532,USD,completed,desktop,US
337,C100,20/02/2022,127.78281064122898,usd,completed,mobile,usa
338,,2022-11-16,-0.26723645706848315,usd,Completed,desktop,US
339,,2022/04/09,-154.30312378296773,USD,refunded,mobile,UK
340,C100,06/07/2022,524.1503127007279,usd,completed,mobile,US
341,C_100,2022/11/21,-3.6175047860319207,usd,Completed,desktop,UK
342,C100,2023/09/30,-92.00798357544252,usd,refunded,desktop,UK
343,C100,29/03/2023,-24.589547934035934,USD,Completed,mobile,UK
344,C_100,24/05/2022,-70.8968834584153,USD,refunded,mobile,UK
345,,2023/01/06,-362.8693826334809,usd,refunded,desktop,UK
346,C100,2023-02-08,30.490041332741214,usd,refunded,desktop,US
347,C100,2023-06-01,26.376516337899815,usd,completed,desktop,US
348,C100,2022-08-07,407.20362158692734,usd,Completed,desktop,US
349,C100,2023/10/19,138.35926924333683,USD,completed,mobile,UK
350,,25/07/2023,39.99869522087609,usd,completed,desktop,US
351,,02/11/2022,48.453674695201784,USD,refunded,mobile,US
352,C100,26/02/2022,179.31832245268012,usd,completed,desktop,usa
353,C_100,2022/12/19,388.43790734117164,USD,refunded,desktop,usa
354,,2023-03-27,368.64366789557204,usd,refunded,mobile,US
355,,2022-08-20,113.57501253657243,usd,completed,mobile,UK
356,,10/06/2023,139.23600011335705,usd,refunded,mobile,US
357,,07/12/2022,141.82875848364543,USD,refunded,desktop,UK
358,C_100,2023-01-07,298.1289105993867,USD,refunded,desktop,usa
359,,2022-07-13,174.49478332559977,usd,Completed,mobile,usa
360,C_100,14/09/2022,538.4529200029884,usd,Completed,desktop,UK
361,,2022/01/05,461.62948467903504,USD,Completed,desktop,usa
362,,2023/08/29,-210.69035085998027,usd,Completed,desktop,UK
363,,2022-06-01,-161.9186834858376,USD,completed,mobile,usa
364,C100,2022-07-14,-288.2642647810866,usd,completed,desktop,usa
365,C100,2022/02/16,397.34730236405943,usd,Completed,mobile,UK
366,C100,2022-11-27,-51.73591457692145,USD,completed,mobile,US
367,,15/09/2023,-112.76250113437686,usd,completed,desktop,UK
368,,2022-09-12,-243.4451124446579,usd,refunded,mobile,usa
369,C100,2023-08-10,-115.76968270237195,usd,completed,desktop,US
370,C100,2022/04/04,149.9867923634312,usd,completed,desktop,US
371,,2023/02/23,19.044039272456157,USD,Completed,desktop,US
372,C_100,2023-10-25,153.93048435584012,USD,completed,mobile,usa
373,C_100,25/02/2022,-222.23109418263576,USD,refunded,mobile,usa
374,C100,27/05/2022,246.6103043291321,usd,Completed,mobile,UK
375,C_100,24/03/2023,-104.22305212912195,usd,refunded,mobile,usa
376,C100,2023/04/17,144.30753220704986,USD,Completed,desktop,UK
377,C100,2023-09-04,-12.38441576161058,USD,Completed,mobile,UK
378,C100,2022/09/22,-53.652625504654296,USD,refunded,desktop,US
379,C_100,14/01/2022,134.9829655391247,USD,Completed,desktop,usa
380,C100,2023/06/29,-31.37875753012761,USD,Completed,mobile,usa
381,C_100,2022-08-28,-109.30178891620035,usd,refunded,desktop,usa
382,,2023-10-29,182.65743180720847,USD,Completed,desktop,US
383,C_100,31/10/2023,-233.1932499566188,usd,Completed,desktop,US
384,C_100,2022/06/14,-14.717144048072642,usd,refunded,desktop,US
385,C100,25/05/2023,-402.9491322803498,usd,refunded,desktop,US
386,C100,2023/07/25,-64.90026778887658,USD,refunded,mobile,US
387,C100,16/02/2022,279.1532894520881,usd,Completed,desktop,US
388,,2023/01/22,-117.05459318936863,USD,refunded,desktop,usa
389,C100,09/04/2023,-108.12722397087786,usd,refunded,mobile,usa
390,,2022/05/19,-93.23615872965438,usd,Completed,mobile,UK
391,C_100,2022/07/08,-106.61616043899748,USD,refunded,desktop,usa
392,C100,2022-02-06,-160.61812837911822,USD,completed,desktop,US
393,C100,2022-09-12,49.03654328518694,usd,completed,desktop,UK
394,,29/06/2022,276.92483501595524,USD,refunded,mobile,usa
395,,27/04/2023,218.14876486216988,USD,completed,mobile,usa
396,,2022-01-30,-110.35661619482468,USD,refunded,desktop,usa
397,C100,11/06/2023,-297.82601212366046,usd,Completed,mobile,usa
398,C_100,19/06/2022,283.412828582778,usd,Completed,mobile,UK
399,C100,2022/08/12,68.38562449762925,usd,Completed,desktop,UK
400,,2023-01-11,-184.8933678335507,usd,Completed,desktop,usa
401,C_100,01/12/2023,111.75642820102696,USD,refunded,mobile,usa
402,C_100,2023/08/04,-410.61932212378827,USD,refunded,mobile,UK
403,C_100,13/12/2022,-35.59382845296531,USD,completed,mobile,US
404,C_100,26/09/2022,165.56839680008125,usd,refunded,mobile,UK
405,C_100,05/06/2023,-45.647586844966376,USD,refunded,mobile,US
406,C_100,2022/07/22,87.28783230811678,USD,refunded,desktop,US
407,C100,2022-11-16,179.1075235489594,USD,completed,mobile,usa
408,C_100,2023-02-18,-282.74941519734836,usd,refunded,mobile,UK
409,,2023/01/19,127.48311291530263,USD,refunded,desktop,usa
410,,21/01/2022,568.558845089591,USD,Completed,desktop,UK
411,C100,18/07/2022,-54.25489848256346,usd,refunded,desktop,usa
412,C100,2023/09/24,-152.12922630961106,USD,refunded,mobile,UK
413,,21/04/2023,158.02219259702923,usd,completed,desktop,US
414,C100,17/01/2022,184.25568504847817,USD,completed,desktop,UK
415,C_100,2022/03/18,-34.9695684437885,usd,completed,desktop,US
