session_id,customer_id,event,timestamp
104,,click,2022-06-11 15:11:36
105,C100,click,2022-02-20 04:35:43
106,,view,2022-03-20 20:25:03
107,C100,purchase,2023-10-22 03:49:58
108,,click,2023-10-21 01:48:48
109,,purchase,2023-09-06 01:48:37
110,,purchase,2022-06-12 20:55:56
111,,click,2022-11-25 02:17:41
112,,purchase,2023-05-08 23:03:17
113,C100,view,2023-02-16 16:07:58
114,,view,2022-07-15 04:51:34
115,C100,view,2023-06-04 11:27:38
116,C100,view,2023-08-01 20:04:01
117,,view,2023-06-10 09:08:28
118,,click,2022-01-19 15:05:04
119,,purchase,2023-08-28 02:24:14
120,,click,2022-07-31 03:51:55
121,C100,purchase,2023-10-26 00:52:22
122,C100,click,2023-10-07 05:41:58
123,,click,2022-08-21 15:06:32
124,C100,click,2022-12-11 01:30:17
125,C100,view,2022-08-18 13:43:05
126,,click,2022-03-25 12:36:50
127,,click,2023-07-28 21:31:39
128,,purchase,2023-06-22 12:50:09
129,,view,2022-09-06 01:22:47
130,C100,view,2022-01-09 22:56:04
131,,purchase,2023-09-23 07:15:40
132,,purchase,2022-01-17 22:10:24
133,C100,purchase,2023-11-25 02:45:58
134,C100,view,2023-09-30 16:23:39
135,C100,purchase,2022-10-13 06:11:23
136,,view,2022-05-07 15:47:52
137,C100,click,2023-07-15 15:26:12
138,,purchase,2022-10-30 08:50:09
139,C100,click,2022-11-09 21:06:47
140,,click,2023-08-14 11:30:40
141,C100,click,2022-09-12 18:28:27
142,,click,2022-01-23 16:34:04
143,C100,purchase,2022-10-08 02:16:51
144,,click,2022-02-06 17:38:58
145,,purchase,2022-11-27 23:07:51
146,C100,purchase,2022-10-29 02:01:28
147,C100,purchase,2023-09-15 18:09:45
148,,click,2023-09-10 18:36:56
149,,view,2023-10-08 20:58:16
150,C100,click,2022-08-25 13:39:30
151,,click,2022-09-08 14:04:48
152,C100,view,2023-01-10 08:03:48
153,,view,2023-06-08 10:53:20
154,,view,2023-06-11 11:46:59
155,C100,view,2022-02-26 10:29:00
156,,purchase,2022-12-04 20:24:12
157,C100,view,2022-02-27 12:44:39
158,,purchase,2022-10-16 16:45:19
159,C100,purchase,2022-02-12 05:22:58
160,C100,view,2023-06-30 06:18:19
161,,purchase,2022-10-20 23:59:03
162,,click,2023-08-22 18:31:47
163,,click,2022-07-25 03:00:08
164,,click,2022-10-02 23:58:25
165,C100,purchase,2022-12-10 10:32:28
166,,purchase,2023-07-19 03:08:51
167,,view,2023-01-13 00:01:56
168,C100,view,2023-09-28 09:19:20
169,,view,2023-04-26 05:12:12
170,,view,2023-06-27 13:21:48
171,C100,purchase,2023-06-29 22:13:56
172,,view,2023-11-24 09:19:37
173,C100,click,2022-01-19 04:13:30
174,,click,2023-04-09 00:29:41
175,C100,purchase,2022-02-21 00:47:50
176,C100,view,2023-09-04 19:28:46
177,,view,2023-09-21 04:42:43
178,,click,2023-07-07 13:47:55
179,C100,purchase,2022-03-12 20:30:17
180,C100,click,2023-04-11 07:15:03
181,,purchase,2022-04-13 15:58:52
182,C100,click,2023-04-14 13:20:48
183,,view,2022-06-09 08:59:25
184,C100,click,2022-10-05 18:32:54
185,C100,purchase,2022-06-10 20:35:49
186,C100,view,2022-09-17 04:20:46
187,,click,2023-09-15 21:56:06
188,C100,purchase,2023-05-12 00:41:40
189,,purchase,2022-12-27 00:26:43
190,,purchase,2023-05-29 20:16:16
191,C100,click,2022-02-10 13:43:18
192,C100,view,2023-08-25 15:56:53
193,C100,click,2022-08-06 00:30:33
194,C100,click,2023-01-16 19:27:28
195,,view,2022-06-26 18:00:23
196,C100,purchase,2022-11-05 19:11:47
197,,view,2023-02-04 15:23:09
198,,purchase,2023-07-03 23:15:03
199,,click,2022-05-26 21:12:57
200,C100,purchase,2023-06-07 11:11:57
201,C100,view,2023-06-27 06:49:08
202,C100,purchase,2023-06-02 00:24:02
203,,click,2022-12-22 20:55:29
204,C100,click,2022-02-12 13:01:15
205,,purchase,2022-07-31 08:25:58
206,C100,view,2023-10-09 05:22:41
207,,purchase,2022-03-16 12:43:22
208,,click,2022-08-12 09:42:56
209,,click,2023-05-18 22:50:11
210,,view,2022-06-30 22:56:21
211,,click,2022-02-12 17:13:53
212,,click,2023-03-01 10:39:49
213,C100,view,2023-06-18 10:32:01
214,,purchase,2023-11-21 13:19:47
215,C100,click,2022-09-11 20:43:41
216,C100,click,2023-03-24 17:47:41
217,C100,purchase,2022-06-15 01:13:13
218,C100,view,2022-08-03 20:32:19
219,C100,view,2022-08-06 10:13:49
220,C100,view,2022-05-27 07:04:47
221,,purchase,2023-06-15 01:06:09
222,C100,click,2023-06-19 12:31:15
223,,click,2023-07-02 13:42:26
224,,purchase,2022-04-23 05:28:52
225,C100,purchase,2022-01-14 10:28:49
226,,purchase,2022-03-30 04:33:17
227,C100,view,2023-10-15 17:21:02
228,C100,purchase,2023-11-30 20:57:13
229,C100,click,2023-10-26 23:19:23
230,C100,click,2023-08-06 01:06:35
231,,view,2023-04-30 05:51:00
232,,click,2022-12-03 17:25:03
233,C100,purchase,2023-08-30 18:14:22
234,,click,2022-06-21 02:46:46
235,,purchase,2023-08-26 15:10:17
236,,purchase,2023-10-20 17:08:56
237,,click,2023-10-08 19:23:49
238,,click,2023-08-13 08:40:53
239,C100,purchase,2022-03-13 14:00:25
240,,view,2023-09-07 08:10:27
241,C100,view,2022-10-02 09:08:41
242,,view,2022-01-27 04:45:55
243,C100,click,2022-03-09 21:14:06
244,,view,2023-02-17 06:45:57
245,C100,purchase,2023-02-01 23:22:52
246,,purchase,2022-10-30 10:01:39
247,C100,purchase,2023-06-08 01:52:30
248,C100,click,2023-06-04 01:17:59
249,,view,2022-04-01 21:27:42
250,,view,2022-06-26 14:09:07
251,,purchase,2023-02-08 00:33:29
252,,purchase,2023-04-11 05:59:42
253,C100,click,2023-07-06 03:00:16
254,C100,view,2022-12-11 10:52:51
255,,view,2023-10-30 13:18:22
256,C100,view,2022-06-19 21:26:48
257,C100,view,2023-01-14 12:11:31
258,,purchase,2022-02-21 09:36:35
259,,click,2022-06-13 20:59:35
260,,purchase,2023-06-15 14:25:23
261,C100,view,2023-06-13 12:03:03
262,C100,view,2023-10-08 08:29:27
263,C100,view,2023-06-15 07:31:06
264,C100,click,2023-09-20 16:26:26
265,,click,2022-04-06 06:48:38
266,C100,view,2022-02-21 22:25:51
267,,view,2023-04-23 17:37:08
268,C100,view,2022-02-26 18:12:55
269,,click,2023-03-01 07:26:12
270,,view,2022-07-14 14:24:41
271,,purchase,2023-07-04 09:45:38
272,,purchase,2022-05-17 04:10:44
273,C100,view,2022-02-28 23:26:56
274,C100,click,2023-07-16 00:34:55
275,C100,purchase,2022-10-03 11:48:33
276,C100,view,2022-08-21 08:15:09
277,,purchase,2023-11-28 16:29:28
278,C100,view,2023-11-19 18:33:28
279,C100,purchase,2022-12-14 17:13:51
280,C100,click,2022-08-30 00:18:14
281,C100,view,2023-11-04 09:51:20
282,C100,view,2023-06-01 10:40:35
283,,view,2023-09-01 03:25:38
284,C100,purchase,2022-05-26 18:30:55
285,C100,purchase,2023-10-10 15:35:55
286,C100,click,2023-11-26 15:45:24
287,,click,2022-03-26 02:28:46
288,C100,click,2022-02-16 08:52:04
289,C100,purchase,2022-05-31 05:38:39
290,,view,2022-11-17 12:04:27
291,,view,2023-04-19 02:08:18
292,C100,click,2023-10-01 19:33:53
293,,purchase,2022-04-23 14:02:53
294,C100,click,2022-10-15 09:20:10
295,,click,2023-08-29 12:39:40
296,,click,2022-02-10 11:20:44
297,C100,view,2022-08-26 12:08:05
298,C100,click,2022-03-16 18:22:53
299,C100,click,2023-06-09 20:19:57
300,,view,2022-12-11 19:59:29
301,C100,click,2023-05-17 03:44:57
302,,view,2022-09-13 17:08:01
303,,purchase,2023-08-30 23:24:21
304,C100,view,2023-01-23 14:22:37
305,C100,view,2022-03-10 22:48:16
306,,purchase,2023-07-21 14:40:04
307,,click,2022-11-21 02:21:36
308,C100,purchase,2023-10-10 20:15:26
309,C100,purchase,2023-09-05 11:21:30
310,C100,purchase,2023-10-18 08:53:30
311,,click,2023-02-21 20:31:42
312,,click,2022-10-10 09:55:24
313,C100,purchase,2022-12-11 19:06:51
314,,purchase,2022-05-31 04:22:42
315,,click,2022-08-28 07:34:19
316,C100,click,2023-08-12 12:30:02
317,,view,2022-09-17 21:38:11
318,,view,2023-04-16 17:16:57
319,C100,click,2022-10-07 11:12:06
320,C100,view,2023-06-22 20:09:28
321,C100,click,2023-08-02 04:12:21
322,,purchase,2022-12-11 01:26:35
323,,view,2023-05-27 12:06:16
324,,click,2023-09-30 06:29:07
325,C100,purchase,2023-05-19 07:11:28
326,C100,click,2023-08-15 19:09:49
327,C100,view,2023-03-17 17:28:48
328,,purchase,2023-08-24 10:55:49
329,C100,click,2023-03-06 12:45:24
330,C100,view,2022-12-03 20:49:03
331,,purchase,2023-01-31 09:16:33
332,,purchase,2023-10-29 09:04:59
333,,view,2023-11-06 15:55:48
334,C100,click,2022-11-11 19:19:30
335,,purchase,2023-02-04 14:35:52
336,C100,purchase,2023-09-10 00:45:01
337,,click,2022-09-09 13:16:56
338,,view,2022-10-08 02:39:01
339,,click,2022-10-19 04:32:53
340,C100,click,2023-05-01 21:31:04
341,,view,2022-09-25 21:17:23
342,,click,2022-05-30 08:04:31
343,C100,purchase,2023-07-19 09:29:22
344,,purchase,2022-06-09 15:32:56
345,C100,purchase,2023-10-19 12:14:41
346,,click,2023-03-03 18:28:44
347,C100,click,2022-05-29 11:23:17
348,C100,click,2022-01-21 12:50:41
349,,click,2023-02-27 10:42:03
350,C100,view,2023-10-08 05:34:21
351,,purchase,2023-10-30 13:18:22
352,,view,2023-04-16 17:16:57
353,C100,purchase,2023-10-11 10:43:15
354,,view,2022-03-31 20:56:47
355,C100,click,2023-02-14 13:49:47
356,,click,2023-01-29 22:14:55
357,C100,click,2022-12-13 06:31:06
358,C100,click,2023-11-15 06:25:30
359,C100,view,2022-10-18 12:21:15
360,,purchase,2022-08-03 09:27:20
361,C100,view,2023-11-30 01:15:41
362,,view,2022-12-10 15:57:38
363,C100,purchase,2023-01-10 20:23:48
364,C100,view,2022-01-29 05:10:32
365,C100,purchase,2022-12-15 23:59:45
366,C100,click,2023-02-22 16:40:39
367,C100,purchase,2022-08-14 00:26:41
368,C100,click,2022-02-02 20:04:08
369,,click,2023-03-16 14:49:48
370,C100,purchase,2023-10-24 09:17:42
371,,view,2022-11-12 00:38:00
372,,view,2022-04-18 16:45:32
373,,view,2023-01-23 14:22:37
374,C100,click,2023-02-04 04:55:11
375,C100,click,2022-07-01 10:34:49
376,,purchase,2022-02-15 23:36:54
377,,click,2022-12-24 10:11:58
378,,view,2022-07-04 10:27:16
379,,view,2022-08-05 21:12:32
380,C100,click,2023-06-24 22:09:25
381,,click,2023-09-29 04:21:20
382,C100,purchase,2023-11-27 20:48:04
383,,view,2022-06-06 15:47:26
384,,view,2022-11-10 20:21:12
385,,view,2023-10-19 21:33:40
386,C100,purchase,2022-03-09 01:22:34
387,C100,purchase,2023-01-31 02:23:35
388,C100,view,2023-05-11 20:00:30
389,C100,click,2023-03-04 02:47:14
390,,view,2022-01-04 05:16:55
391,,view,2022-06-15 14:54:03
392,C100,click,2023-05-26 00:59:54
393,C100,click,2022-04-23 05:28:52
394,C100,view,2023-02-22 02:44:53
395,C100,view,2022-12-14 15:23:57
396,,click,2022-08-11 16:10:22
397,C100,view,2022-03-02 20:10:10
398,,purchase,2023-04-25 15:47:14
399,,purchase,2022-05-30 08:04:31
400,,click,2022-02-19 22:46:29
401,C100,click,2023-01-15 18:42:07
402,,view,2022-02-14 23:57:43
403,,view,2023-09-09 07:41:46
404,C100,purchase,2023-06-15 07:31:06
405,,view,2023-07-27 08:32:01
406,,purchase,2022-11-09 03:56:25
407,C100,purchase,2022-10-07 05:00:48
408,C100,click,2023-11-17 01:09:59
409,,view,2023-07-26 13:40:53
410,C100,view,2022-03-30 19:17:22
411,,view,2022-04-13 13:37:45
412,,purchase,2023-11-30 22:13:56
413,C100,click,2023-06-04 12:24:02
414,,purchase,2022-12-17 14:59:49
415,C100,click,2022-04-03 11:13:06
416,,click,2022-06-29 07:27:28
417,,click,2023-06-03 17:39:59
418,C100,click,2023-07-06 21:19:38
419,C100,click,2022-05-13 02:59:38
420,,view,2023-08-13 13:56:28
421,C100,view,2022-11-07 22:56:54
422,C100,click,2022-05-26 18:30:55
423,,purchase,2023-10-30 18:16:08
424,,purchase,2022-08-23 18:14:12
425,,view,2023-05-16 09:06:46
426,,view,2022-05-18 02:15:08
427,C100,click,2022-04-02 22:41:08
428,C100,purchase,2023-01-04 19:06:32
429,C100,purchase,2022-11-12 09:25:24
430,,click,2023-03-13 15:07:36
431,C100,purchase,2022-09-28 11:59:59
432,,view,2022-03-13 10:25:10
433,,purchase,2023-10-09 15:37:14
434,,view,2022-05-03 00:09:13
435,,view,2023-01-12 16:15:26
436,C100,purchase,2023-02-20 13:00:56
437,C100,view,2023-08-25 21:37:01
438,C100,click,2022-07-06 20:03:13
439,,view,2022-01-30 06:55:12
440,,purchase,2022-05-12 00:44:41
441,,view,2023-05-05 18:57:29
442,C100,view,2022-02-05 15:07:26
443,C100,click,2023-09-27 08:50:07
444,C100,purchase,2022-03-04 15:21:10
445,C100,purchase,2022-12-05 13:03:14
446,,click,2023-06-01 14:19:11
447,C100,purchase,2022-08-13 00:52:35
448,C100,click,2022-08-28 12:03:32
449,,purchase,2023-04-10 19:00:18
450,,purchase,2023-07-18 05:27:17
451,C100,view,2023-09-04 07:28:04
452,,view,2022-12-24 13:32:39
453,C100,purchase,2022-09-26 00:20:47
454,,click,2022-11-02 14:43:14
455,C100,click,2023-02-10 01:18:25
456,C100,click,2022-01-18 14:38:01
457,,click,2023-06-07 11:58:15
458,,purchase,2022-07-09 13:51:21
459,C100,click,2022-07-29 23:45:57
460,,click,2022-04-11 20:26:21
461,,purchase,2023-03-10 01:15:49
462,C100,purchase,2022-01-23 05:20:53
463,C100,click,2022-10-14 17:16:23
464,C100,purchase,2022-03-07 06:20:53
465,,click,2022-09-03 21:29:25
466,C100,click,2023-10-21 09:29:42
467,,view,2022-07-13 03:35:49
468,,purchase,2023-06-18 00:19:20
469,,purchase,2023-11-29 20:00:46
470,C100,click,2023-10-11 09:09:26
471,,click,2023-03-18 15:37:45
472,,click,2023-08-06 01:31:35
473,,click,2023-05-22 18:33:24
474,C100,view,2022-09-25 05:47:44
475,C100,purchase,2022-11-30 02:26:28
476,C100,view,2022-03-01 19:34:57
477,,view,2023-11-24 22:40:17
478,C100,click,2023-02-16 02:03:34
479,,view,2022-10-27 18:29:22
480,,click,2022-06-13 04:43:06
481,C100,view,2022-03-30 18:24:15
482,,click,2023-07-02 06:20:21
483,C100,click,2023-01-04 19:06:32
484,,click,2022-01-18 09:59:21
485,C100,click,2022-06-06 23:08:55
486,C100,purchase,2022-10-19 03:01:10
487,,click,2022-03-01 18:42:26
488,C100,purchase,2023-05-04 14:47:24
489,,purchase,2022-01-27 04:45:55
490,C100,purchase,2022-06-15 20:51:35
491,C100,purchase,2023-01-28 19:56:45
492,,view,2023-09-28 21:02:16
493,,purchase,2022-12-12 10:28:15
494,,purchase,2023-01-23 20:04:27
495,,click,2022-04-17 09:48:30
496,C100,purchase,2023-06-04 12:24:02
497,,click,2022-11-14 01:02:15
498,,click,2022-03-15 02:09:03
499,,view,2023-11-25 16:30:55
500,C100,click,2022-02-19 22:44:54
501,C100,view,2023-07-27 10:30:49
502,C100,purchase,2022-02-11 21:54:21
503,C100,purchase,2023-05-25 10:38:04
504,,click,2022-12-08 11:37:47
505,,click,2022-06-27 14:34:57
506,C100,click,2023-02-02 12:30:17
507,C100,view,2022-04-30 10:00:49
508,,click,2023-07-27 06:51:11
509,,purchase,2023-02-19 13:34:42
510,,click,2022-12-02 11:02:35
511,,view,2022-03-28 10:48:24
512,C100,click,2022-10-19 07:09:50
513,,click,2022-01-02 21:55:16
514,C100,view,2023-06-11 20:41:06
515,,view,2023-04-28 13:41:18
516,,click,2023-04-26 23:42:30
517,,view,2023-02-13 21:30:35
518,C100,view,2022-10-27 18:29:22
519,,view,2023-05-27 12:47:12
520,C100,view,2023-06-28 22:32:18
521,C100,click,2023-05-03 15:33:51
522,C100,purchase,2022-01-07 02:55:20
523,,click,2022-12-30 20:55:43
524,,click,2022-03-06 13:23:13
525,C100,click,2023-08-15 08:08:47
526,C100,purchase,2023-05-29 22:26:12
527,C100,view,2022-10-28 05:32:42
528,,click,2023-06-15 02:38:51
529,C100,purchase,2022-02-22 09:44:04
530,C100,view,2023-04-02 05:12:19
531,,view,2023-01-03 16:50:39
532,,view,2022-10-18 19:37:41
533,,purchase,2023-07-05 12:23:24
534,,purchase,2023-04-25 01:19:26
535,,click,2022-08-14 03:55:56
536,,purchase,2023-06-06 17:38:20
537,,purchase,2023-08-08 04:59:35
538,C100,view,2023-01-04 19:06:32
539,,view,2022-11-08 07:03:57
540,C100,view,2023-04-29 21:09:23
541,,view,2022-07-29 20:56:39
542,,purchase,2023-05-08 16:29:42
543,C100,click,2023-07-14 09:15:35
544,C100,view,2022-10-17 01:14:40
545,C100,view,2023-11-14 15:42:58
546,,view,2023-03-30 08:59:42
547,,purchase,2022-04-11 05:38:46
548,,view,2022-02-04 19:26:18
549,C100,click,2023-05-17 13:08:23
550,,purchase,2022-07-16 01:52:08
551,C100,view,2023-02-14 03:19:34
552,C100,purchase,2023-11-14 00:38:01
553,,view,2022-09-21 20:54:09
554,,view,2022-01-07 18:07:50
555,,purchase,2022-10-19 03:01:10
556,C100,click,2023-05-14 07:07:19
557,,view,2023-07-06 14:39:19
558,C100,view,2022-05-24 22:14:02
559,C100,click,2022-07-24 17:06:15
560,C100,click,2022-02-16 19:10:36
561,,purchase,2022-03-12 05:19:42
562,,purchase,2023-04-09 13:57:06
563,,purchase,2022-02-12 09:45:15
564,,view,2022-06-02 23:42:26
565,C100,view,2023-03-14 00:27:12
566,,purchase,2022-10-18 00:47:24
567,,purchase,2022-03-01 11:57:06
568,,purchase,2023-07-04 20:05:15
569,C100,purchase,2022-08-14 03:55:56
570,,click,2023-03-16 16:54:17
571,,purchase,2023-03-27 12:11:28
572,,purchase,2023-02-01 22:16:03
573,C100,view,2023-11-29 10:57:46
574,,click,2022-08-19 00:54:58
575,C100,purchase,2023-01-31 09:29:19
576,,purchase,2022-10-07 19:42:58
577,C100,click,2022-10-25 01:40:31
578,,purchase,2023-05-27 17:40:51
579,C100,click,2022-11-30 06:13:32
580,C100,purchase,2023-04-03 21:35:15
581,C100,click,2023-05-05 17:59:59
582,,view,2023-07-31 03:25:20
583,,purchase,2023-07-07 21:56:24
584,,view,2023-02-05 02:06:04
585,,purchase,2022-09-21 08:24:43
586,C100,purchase,2022-10-02 09:08:41
587,C100,purchase,2022-12-20 11:08:49
588,,purchase,2023-04-05 23:48:43
589,C100,click,2022-12-27 04:56:41
590,C100,purchase,2022-06-27 10:26:11
591,C100,purchase,2022-07-29 09:18:02
592,C100,purchase,2023-01-08 07:16:17
593,,purchase,2022-09-03 05:19:30
594,C100,click,2023-11-12 12:54:45
595,C100,click,2022-07-23 18:48:47
596,C100,click,2023-09-29 00:17:48
597,,click,2022-12-14 20:48:11
598,C100,view,2023-11-08 17:56:05
599,C100,view,2022-04-22 11:19:19
600,C100,view,2023-04-23 04:41:58
601,,view,2023-04-28 00:15:10
602,,purchase,2022-10-29 14:54:10
603,C100,purchase,2022-11-07 15:36:41
604,C100,view,2022-05-14 01:33:25
605,C100,purchase,2023-11-02 04:32:04
606,,click,2022-10-14 20:10:55
607,C100,purchase,2023-01-03 14:02:21
608,C100,click,2023-07-24 17:21:15
609,C100,click,2022-08-08 06:17:12
610,,click,2022-06-29 21:42:33
611,C100,click,2023-04-28 00:15:10
612,,click,2023-05-15 21:18:22
613,C100,click,2023-11-06 15:55:48
614,,click,2023-08-12 04:36:10
615,C100,purchase,2022-01-19 19:04:13
616,C100,click,2023-09-27 03:30:44
617,,click,2023-07-26 16:08:13
618,,purchase,2022-03-25 12:36:50
619,C100,click,2022-11-15 06:20:50
620,C100,click,2022-11-03 20:59:40
621,C100,purchase,2022-09-05 04:46:39
622,C100,purchase,2023-01-01 02:44:20
623,,view,2022-08-19 02:09:34
624,C100,view,2022-04-29 04:34:51
625,,click,2022-09-14 12:14:56
626,,purchase,2022-05-03 00:09:13
627,,purchase,2023-10-17 14:36:04
628,C100,click,2022-02-08 23:37:22
629,,view,2023-07-04 04:28:34
630,,view,2022-03-03 21:06:50
631,,click,2022-10-16 10:47:30
632,C100,view,2023-04-11 05:59:42
633,,view,2022-07-28 15:31:46
634,,purchase,2022-10-24 11:00:27
635,,purchase,2022-07-03 08:49:39
636,,view,2022-12-25 08:11:36
637,,view,2022-04-05 15:52:15
638,,click,2023-03-17 20:01:13
639,C100,click,2022-10-03 02:28:34
640,C100,view,2022-11-08 02:17:50
641,,purchase,2022-08-16 23:00:53
642,C100,purchase,2022-08-28 02:26:58
643,C100,view,2022-07-19 07:19:03
644,C100,purchase,2023-02-14 04:27:49
645,,purchase,2023-04-13 06:44:36
646,C100,click,2022-08-04 06:51:20
647,C100,purchase,2022-11-13 06:42:07
648,,view,2023-11-05 14:06:36
649,C100,purchase,2023-04-15 05:08:51
650,,view,2022-10-04 10:04:54
651,,click,2022-01-14 16:25:46
652,,click,2023-11-04 05:30:04
653,C100,click,2022-03-02 18:03:47
654,C100,purchase,2022-09-05 04:46:39
655,C100,view,2023-11-11 10:05:11
656,C100,view,2023-02-18 17:56:53
657,C100,purchase,2023-02-04 15:23:09
658,C100,click,2022-08-21 21:05:38
659,C100,purchase,2022-02-27 08:38:54
660,C100,purchase,2022-04-28 00:56:15
661,C100,purchase,2022-09-09 23:16:49
662,,view,2022-03-06 20:40:59
663,,view,2023-02-05 18:31:51
664,,view,2022-01-13 22:11:22
665,,purchase,2022-12-18 08:19:24
666,,purchase,2023-02-20 05:41:25
667,C100,view,2023-08-30 15:03:12
668,,click,2022-12-26 19:10:22
669,,view,2023-07-28 00:40:34
670,C100,view,2022-10-25 06:53:39
671,C100,click,2023-01-04 19:06:32
672,C100,view,2022-01-14 07:23:07
673,C100,view,2023-04-30 13:36:11
674,C100,click,2022-12-04 07:40:51
675,C100,click,2022-02-10 20:00:22
676,,view,2022-11-23 17:18:09
677,C100,purchase,2023-02-03 16:42:38
678,C100,click,2022-08-18 03:14:59
679,,click,2022-01-30 00:07:22
680,,view,2023-04-10 12:41:23
681,C100,purchase,2022-06-20 18:52:51
682,C100,click,2023-06-29 14:46:30
683,C100,click,2022-02-23 05:31:38
684,,view,2023-06-15 07:31:06
685,,click,2023-02-25 19:32:54
686,C100,purchase,2022-04-20 20:47:26
687,C100,purchase,2023-01-25 16:26:29
688,,view,2022-12-16 11:02:33
689,,purchase,2023-04-09 21:16:04
690,C100,purchase,2023-11-30 23:12:53
691,C100,click,2023-03-29 07:55:21
692,,click,2022-03-24 17:42:04
693,,view,2022-10-30 06:50:42
694,C100,purchase,2022-04-19 06:03:46
695,,view,2022-12-11 18:31:14
696,C100,click,2023-08-24 12:24:37
697,C100,purchase,2023-04-22 16:14:40
698,,click,2023-11-17 20:52:48
699,,view,2023-01-22 19:46:37
700,C100,purchase,2022-02-17 19:37:34
701,C100,purchase,2023-02-21 23:19:02
702,,click,2023-11-13 14:41:31
703,C100,view,2022-02-12 13:01:15
704,C100,click,2022-12-12 01:17:13
705,C100,click,2023-06-13 06:56:19
706,C100,view,2022-03-01 19:34:57
707,C100,view,2023-08-14 00:46:28
708,C100,view,2022-11-18 14:01:19
709,C100,view,2023-11-30 23:12:53
