,customer_id,signup_date,age,gender,order_date,amount,status,device,country,event,currency
74,C3499,2022-06-25,30.0,0.0,2023-08-01,-345.7803964272797,refunded,desktop,UK,click,USD
75,C3499,2022-06-25,30.0,0.0,2024-01-02,-345.7803964272797,refunded,desktop,UK,purchase,USD
76,C3499,2022-06-25,30.0,0.0,2022-12-04,-255.3619346953789,refunded,desktop,US,click,USD
77,C3499,2022-06-25,30.0,0.0,2023-01-13,-255.3619346953789,refunded,desktop,US,purchase,USD
78,C3499,2022-06-25,30.0,0.0,2023-03-22,187.25162948473923,completed,mobile,US,click,USD
79,C3499,2022-06-25,30.0,0.0,2023-03-23,187.25162948473923,completed,mobile,US,purchase,USD
80,C830,2023-03-06,28.0,0.0,2024-06-04,-202.2096606250132,refunded,desktop,US,view,USD
81,C1910,2023-01-19,25.0,1.0,2024-04-25,-209.70874527263624,refunded,mobile,UK,click,USD
82,C1910,2023-01-19,25.0,1.0,2025-01-15,-209.70874527263624,refunded,mobile,UK,purchase,USD
83,C1910,2023-01-19,25.0,1.0,2023-09-28,-185.04985609488864,refunded,desktop,US,click,USD
84,C1910,2023-01-19,25.0,1.0,2024-12-21,-185.04985609488864,refunded,desktop,US,purchase,USD
85,C1910,2023-01-19,25.0,1.0,2023-11-11,93.82411014661622,completed,desktop,UK,click,USD
86,C1910,2023-01-19,25.0,1.0,2025-01-13,93.82411014661622,completed,desktop,UK,purchase,USD
87,C2582,2022-05-07,25.0,0.0,2024-04-26,-84.44849909317472,refunded,desktop,US,purchase,USD
88,C2582,2022-05-07,25.0,0.0,2023-04-10,-84.44849909317472,refunded,desktop,US,view,USD
89,C2582,2022-05-07,25.0,0.0,2022-06-29,124.97247353740306,completed,mobile,UK,purchase,USD
90,C2582,2022-05-07,25.0,0.0,2022-12-10,124.97247353740306,completed,mobile,UK,view,USD
91,C692,2022-08-25,30.0,0.0,2023-03-01,-191.2238733518512,refunded,desktop,US,purchase,USD
92,C4020,2022-11-10,28.0,1.0,2023-11-25,-79.48593314373856,refunded,mobile,US,click,USD
93,C4020,2022-11-10,28.0,1.0,2024-03-17,-79.48593314373856,refunded,mobile,US,purchase,USD
94,C4020,2022-11-10,28.0,1.0,2022-12-21,-79.48593314373856,refunded,mobile,US,view,USD
95,C4020,2022-11-10,28.0,1.0,2023-04-16,-160.05704038296918,refunded,desktop,UK,click,USD
96,C4020,2022-11-10,28.0,1.0,2022-11-25,-160.05704038296918,refunded,desktop,UK,purchase,USD
97,C4020,2022-11-10,28.0,1.0,2023-01-14,-160.05704038296918,refunded,desktop,UK,view,USD
98,C4020,2022-11-10,28.0,1.0,2024-04-14,149.8280850363465,completed,desktop,UK,click,USD
99,C4020,2022-11-10,28.0,1.0,2023-10-20,149.8280850363465,completed,desktop,UK,purchase,USD
100,C4020,2022-11-10,28.0,1.0,2023-03-19,149.8280850363465,completed,desktop,UK,view,USD
101,C4020,2022-11-10,28.0,1.0,2024-08-19,135.48438460605826,completed,desktop,UK,click,USD
102,C4020,2022-11-10,28.0,1.0,2024-02-25,135.48438460605826,completed,desktop,UK,purchase,USD
103,C4020,2022-11-10,28.0,1.0,2023-01-12,135.48438460605826,completed,desktop,UK,view,USD
104,C5487,2022-03-11,25.0,1.0,2022-07-28,-110.92619452258936,refunded,mobile,US,click,USD
105,C5487,2022-03-11,25.0,1.0,2023-07-23,-110.92619452258936,refunded,mobile,US,purchase,USD
106,C5487,2022-03-11,25.0,1.0,2023-10-25,123.9534350227431,completed,desktop,UK,click,USD
107,C5487,2022-03-11,25.0,1.0,2023-04-07,123.9534350227431,completed,desktop,UK,purchase,USD
108,C932,2022-06-18,28.0,1.0,2024-04-23,-60.75285146307357,refunded,desktop,US,purchase,USD
109,C4937,2023-02-09,28.0,0.0,2024-04-03,-122.74011332068504,refunded,mobile,US,click,USD
110,C3407,2022-11-13,25.0,1.0,2023-08-29,-261.0382250511445,refunded,mobile,UK,click,USD
111,C3407,2022-11-13,25.0,1.0,2023-11-27,-261.0382250511445,refunded,mobile,UK,view,USD
112,C3407,2022-11-13,25.0,1.0,2024-03-17,210.44473952008124,completed,mobile,UK,click,USD
113,C3407,2022-11-13,25.0,1.0,2023-07-02,210.44473952008124,completed,mobile,UK,view,USD
114,C3407,2022-11-13,25.0,1.0,2022-12-24,187.73364962634176,completed,desktop,US,click,USD
115,C3407,2022-11-13,25.0,1.0,2022-12-11,187.73364962634176,completed,desktop,US,view,USD
116,C3407,2022-11-13,25.0,1.0,2023-03-28,255.79103856087391,completed,desktop,US,click,USD
117,C3407,2022-11-13,25.0,1.0,2023-06-02,255.79103856087391,completed,desktop,US,view,USD
118,C148,2022-08-07,25.0,1.0,2022-09-09,-339.28515822977795,refunded,desktop,US,view,USD
119,C1033,2023-10-21,30.0,0.0,2023-12-08,-274.1594792391213,refunded,mobile,UK,click,USD
120,C1033,2023-10-21,30.0,0.0,2025-03-07,-23.81076427881475,refunded,mobile,US,click,USD
121,C1033,2023-10-21,30.0,0.0,2024-12-01,-94.27278188277026,refunded,mobile,US,click,USD
122,C1312,2023-11-13,28.0,1.0,2025-06-09,-24.01378173737085,refunded,desktop,US,click,USD
123,C1312,2023-11-13,28.0,1.0,2025-11-10,-24.01378173737085,refunded,desktop,US,purchase,USD
124,C1312,2023-11-13,28.0,1.0,2024-02-20,-47.523402181425176,refunded,desktop,US,click,USD
125,C1312,2023-11-13,28.0,1.0,2025-09-27,-47.523402181425176,refunded,desktop,US,purchase,USD
126,C1312,2023-11-13,28.0,1.0,2025-11-08,-237.68295300006628,refunded,mobile,US,click,USD
127,C1312,2023-11-13,28.0,1.0,2025-05-13,-237.68295300006628,refunded,mobile,US,purchase,USD
128,C388,2022-04-13,25.0,1.0,2023-12-17,-118.07210512375894,refunded,mobile,UK,view,USD
129,C3122,2023-02-19,25.0,1.0,2024-05-26,-96.37652133871028,refunded,mobile,UK,view,USD
130,C1874,2022-04-26,30.0,0.0,2024-01-29,69.22718202522397,completed,desktop,US,click,USD
131,C1874,2022-04-26,30.0,0.0,2022-05-01,69.22718202522397,completed,desktop,US,purchase,USD
132,C1874,2022-04-26,30.0,0.0,2022-11-30,-208.59591529772948,refunded,desktop,US,click,USD
133,C1874,2022-04-26,30.0,0.0,2023-09-11,-208.59591529772948,refunded,desktop,US,purchase,USD
134,C3589,2023-01-05,30.0,1.0,2024-02-07,159.4580791051693,completed,desktop,UK,click,USD
135,C3589,2023-01-05,30.0,1.0,2024-02-02,159.4580791051693,completed,desktop,UK,purchase,USD
136,C3589,2023-01-05,30.0,1.0,2023-07-31,159.4580791051693,completed,desktop,UK,view,USD
137,C3589,2023-01-05,30.0,1.0,2023-01-20,-32.188882700257324,refunded,desktop,UK,click,USD
138,C3589,2023-01-05,30.0,1.0,2024-07-12,-32.188882700257324,refunded,desktop,UK,purchase,USD
139,C3589,2023-01-05,30.0,1.0,2024-04-10,-32.188882700257324,refunded,desktop,UK,view,USD
140,C3589,2023-01-05,30.0,1.0,2024-11-26,38.76928652269587,completed,mobile,US,click,USD
141,C3589,2023-01-05,30.0,1.0,2024-08-02,38.76928652269587,completed,mobile,US,purchase,USD
142,C3589,2023-01-05,30.0,1.0,2023-09-03,38.76928652269587,completed,mobile,US,view,USD
143,C916,2022-04-26,28.0,1.0,2023-11-11,112.28886826133436,completed,mobile,US,click,USD
144,C916,2022-04-26,28.0,1.0,2022-07-31,112.28886826133436,completed,mobile,US,purchase,USD
145,C916,2022-04-26,28.0,1.0,2023-08-24,112.28886826133436,completed,mobile,US,view,USD
146,C916,2022-04-26,28.0,1.0,2023-06-07,234.9819020528544,completed,desktop,UK,click,USD
147,C916,2022-04-26,28.0,1.0,2022-12-13,234.9819020528544,completed,desktop,UK,purchase,USD
148,C916,2022-04-26,28.0,1.0,2024-02-10,234.9819020528544,completed,desktop,UK,view,USD
149,C916,2022-04-26,28.0,1.0,2022-10-14,-325.728435224638,refunded,mobile,US,click,USD
150,C916,2022-04-26,28.0,1.0,2023-10-19,-325.728435224638,refunded,mobile,US,purchase,USD
151,C916,2022-04-26,28.0,1.0,2022-06-01,-325.728435224638,refunded,mobile,US,view,USD
152,C916,2022-04-26,28.0,1.0,2023-10-03,-52.342681594935584,refunded,desktop,US,click,USD
153,C916,2022-04-26,28.0,1.0,2022-10-03,-52.342681594935584,refunded,desktop,US,purchase,USD
154,C916,2022-04-26,28.0,1.0,2024-03-25,-52.342681594935584,refunded,desktop,US,view,USD
155,C1879,2022-01-10,30.0,1.0,2022-09-10,-64.07222216883135,refunded,mobile,US,click,USD
156,C1879,2022-01-10,30.0,1.0,2022-04-06,-64.07222216883135,refunded,mobile,US,purchase,USD
157,C1879,2022-01-10,30.0,1.0,2023-08-11,-196.0176702641121,refunded,desktop,US,click,USD
158,C1879,2022-01-10,30.0,1.0,2023-11-23,-196.0176702641121,refunded,desktop,US,purchase,USD
159,C1879,2022-01-10,30.0,1.0,2023-07-21,48.73331930641425,completed,desktop,US,click,USD
160,C1879,2022-01-10,30.0,1.0,2023-08-07,48.73331930641425,completed,desktop,US,purchase,USD
161,C3749,2023-04-19,30.0,0.0,2025-01-24,-568.957324272572,refunded,mobile,UK,click,USD
162,C3749,2023-04-19,30.0,0.0,2023-05-17,-568.957324272572,refunded,mobile,UK,purchase,USD
163,C3749,2023-04-19,30.0,0.0,2024-12-29,-453.2306780664009,refunded,desktop,US,click,USD
164,C3749,2023-04-19,30.0,0.0,2024-10-26,-453.2306780664009,refunded,desktop,US,purchase,USD
165,C278,2023-09-22,28.0,0.0,2024-08-27,311.79936414800443,completed,desktop,US,click,USD
166,C278,2023-09-22,28.0,0.0,2024-08-18,311.79936414800443,completed,desktop,US,purchase,USD
167,C278,2023-09-22,28.0,0.0,2025-06-23,311.79936414800443,completed,desktop,US,view,USD
168,C278,2023-09-22,28.0,0.0,2025-02-09,-25.12481934677615,refunded,desktop,US,click,USD
169,C278,2023-09-22,28.0,0.0,2024-09-04,-25.12481934677615,refunded,desktop,US,purchase,USD
170,C278,2023-09-22,28.0,0.0,2025-01-07,-25.12481934677615,refunded,desktop,US,view,USD
171,C278,2023-09-22,28.0,0.0,2024-05-10,171.44353335265464,completed,mobile,US,click,USD
172,C278,2023-09-22,28.0,0.0,2024-03-30,171.44353335265464,completed,mobile,US,purchase,USD
173,C278,2023-09-22,28.0,0.0,2024-05-04,171.44353335265464,completed,mobile,US,view,USD
174,C278,2023-09-22,28.0,0.0,2024-10-11,180.98653853772544,completed,mobile,US,click,USD
175,C278,2023-09-22,28.0,0.0,2024-10-03,180.98653853772544,completed,mobile,US,purchase,USD
176,C278,2023-09-22,28.0,0.0,2024-07-01,180.98653853772544,completed,mobile,US,view,USD
177,C1978,2023-02-22,28.0,0.0,2024-11-16,-288.23479669084946,refunded,desktop,UK,click,USD
178,C1978,2023-02-22,28.0,0.0,2024-11-11,-288.23479669084946,refunded,desktop,UK,purchase,USD
179,C1978,2023-02-22,28.0,0.0,2023-11-08,212.9685551113655,completed,mobile,US,click,USD
180,C1978,2023-02-22,28.0,0.0,2024-02-16,212.9685551113655,completed,mobile,US,purchase,USD
181,C1978,2023-02-22,28.0,0.0,2025-02-01,-183.4935986470607,refunded,desktop,UK,click,USD
182,C1978,2023-02-22,28.0,0.0,2024-05-23,-183.4935986470607,refunded,desktop,UK,purchase,USD
183,C1860,2023-10-19,30.0,1.0,2024-12-03,112.85614714533928,completed,mobile,US,click,USD
184,C1860,2023-10-19,30.0,1.0,2025-07-29,112.85614714533928,completed,mobile,US,purchase,USD
185,C1860,2023-10-19,30.0,1.0,2024-09-01,113.47174348629294,completed,desktop,US,click,USD
186,C1860,2023-10-19,30.0,1.0,2025-08-26,113.47174348629294,completed,desktop,US,purchase,USD
187,C3037,2022-03-27,28.0,1.0,2022-11-07,267.00189509668,completed,desktop,UK,click,USD
188,C3037,2022-03-27,28.0,1.0,2022-11-16,267.00189509668,completed,desktop,UK,purchase,USD
189,C3037,2022-03-27,28.0,1.0,2024-02-09,437.0522055165216,completed,mobile,US,click,USD
190,C3037,2022-03-27,28.0,1.0,2024-01-20,437.0522055165216,completed,mobile,US,purchase,USD
191,C3037,2022-03-27,28.0,1.0,2023-04-05,84.27842913096536,completed,mobile,US,click,USD
192,C3037,2022-03-27,28.0,1.0,2024-01-28,84.27842913096536,completed,mobile,US,purchase,USD
193,C3372,2023-09-10,30.0,0.0,2025-05-10,-151.51181092471592,refunded,mobile,US,purchase,USD
194,C3372,2023-09-10,30.0,0.0,2024-12-25,-151.51181092471592,refunded,mobile,US,view,USD
195,C3372,2023-09-10,30.0,0.0,2024-04-30,-31.861502651800315,refunded,desktop,UK,purchase,USD
196,C3372,2023-09-10,30.0,0.0,2025-08-02,-31.861502651800315,refunded,desktop,UK,view,USD
197,C4714,2022-12-25,28.0,1.0,2023-04-17,33.532220200777,completed,mobile,US,purchase,USD
198,C2183,2023-03-17,30.0,1.0,2024-07-26,183.78197275199875,completed,mobile,US,click,USD
199,C4676,2023-06-07,30.0,0.0,2024-08-22,22.826997277191943,completed,mobile,US,click,USD
200,C4676,2023-06-07,30.0,0.0,2024-12-22,22.826997277191943,completed,mobile,US,view,USD
201,C4676,2023-06-07,30.0,0.0,2024-03-01,-169.35615682605567,refunded,desktop,US,click,USD
202,C4676,2023-06-07,30.0,0.0,2024-10-29,-169.35615682605567,refunded,desktop,US,view,USD
203,C4676,2023-06-07,30.0,0.0,2024-06-27,-161.38064010148935,refunded,mobile,US,click,USD
204,C4676,2023-06-07,30.0,0.0,2024-06-28,-161.38064010148935,refunded,mobile,US,view,USD
205,C4676,2023-06-07,30.0,0.0,2023-09-28,-240.86992852532865,refunded,desktop,US,click,USD
206,C4676,2023-06-07,30.0,0.0,2025-02-09,-240.86992852532865,refunded,desktop,US,view,USD
207,C4676,2023-06-07,30.0,0.0,2025-02-21,-306.516839178857,refunded,desktop,UK,click,USD
208,C4676,2023-06-07,30.0,0.0,2023-08-27,-306.516839178857,refunded,desktop,UK,view,USD
209,C1171,2022-11-10,30.0,1.0,2024-10-09,-349.0566571824927,refunded,mobile,UK,purchase,USD
210,C490,2022-09-30,28.0,0.0,2023-01-21,-164.1629735268649,refunded,mobile,UK,click,USD
211,C490,2022-09-30,28.0,0.0,2022-10-02,-164.1629735268649,refunded,mobile,UK,purchase,USD
212,C490,2022-09-30,28.0,0.0,2024-07-03,322.6137798286303,completed,mobile,US,click,USD
213,C490,2022-09-30,28.0,0.0,2023-05-08,322.6137798286303,completed,mobile,US,purchase,USD
214,C2526,2023-04-29,25.0,1.0,2024-11-15,444.33533802855993,completed,desktop,US,purchase,USD
215,C1183,2023-10-16,25.0,1.0,2024-05-28,-190.9133766962741,refunded,mobile,UK,click,USD
216,C4480,2022-07-29,30.0,0.0,2023-08-18,98.31311828449871,completed,mobile,US,click,USD
217,C4480,2022-07-29,30.0,0.0,2023-09-05,-47.37546677916938,refunded,mobile,UK,click,USD
218,C4480,2022-07-29,30.0,0.0,2024-04-27,76.87743071515459,completed,desktop,UK,click,USD
219,C4259,2022-03-06,25.0,1.0,2022-07-14,-44.036595926627164,refunded,mobile,US,click,USD
220,C4259,2022-03-06,25.0,1.0,2022-04-28,-44.036595926627164,refunded,mobile,US,purchase,USD
221,C4259,2022-03-06,25.0,1.0,2024-01-19,-232.01856588677057,refunded,mobile,US,click,USD
222,C4259,2022-03-06,25.0,1.0,2024-01-07,-232.01856588677057,refunded,mobile,US,purchase,USD
223,C2489,2023-09-04,28.0,1.0,2025-08-14,28.597492552795025,completed,mobile,US,purchase,USD
224,C2489,2023-09-04,28.0,1.0,2024-10-24,-318.3855762273228,refunded,mobile,UK,purchase,USD
225,C2489,2023-09-04,28.0,1.0,2024-05-08,-73.51596560123626,refunded,desktop,UK,purchase,USD
226,C1877,2022-08-04,25.0,0.0,2023-10-17,31.91709896635311,completed,mobile,US,click,USD
227,C1877,2022-08-04,25.0,0.0,2023-02-23,31.91709896635311,completed,mobile,US,view,USD
228,C1877,2022-08-04,25.0,0.0,2023-02-04,52.19873185933356,completed,desktop,UK,click,USD
229,C1877,2022-08-04,25.0,0.0,2022-12-05,52.19873185933356,completed,desktop,UK,view,USD
230,C5309,2022-02-21,30.0,1.0,2023-03-29,-122.24141055979864,refunded,mobile,US,click,USD
231,C5309,2022-02-21,30.0,1.0,2022-12-12,-122.24141055979864,refunded,mobile,US,purchase,USD
232,C5309,2022-02-21,30.0,1.0,2022-11-28,-122.24141055979864,refunded,mobile,US,view,USD
233,C5309,2022-02-21,30.0,1.0,2023-10-24,79.93216635349069,completed,desktop,US,click,USD
234,C5309,2022-02-21,30.0,1.0,2022-09-07,79.93216635349069,completed,desktop,US,purchase,USD
235,C5309,2022-02-21,30.0,1.0,2023-07-17,79.93216635349069,completed,desktop,US,view,USD
236,C5309,2022-02-21,30.0,1.0,2022-07-15,76.0127546062439,completed,mobile,US,click,USD
237,C5309,2022-02-21,30.0,1.0,2023-10-23,76.0127546062439,completed,mobile,US,purchase,USD
238,C5309,2022-02-21,30.0,1.0,2022-09-10,76.0127546062439,completed,mobile,US,view,USD
239,C2463,2023-06-11,28.0,1.0,2023-10-13,-140.643056658851,refunded,mobile,US,click,USD
240,C2463,2023-06-11,28.0,1.0,2023-12-15,-140.643056658851,refunded,mobile,US,purchase,USD
241,C2463,2023-06-11,28.0,1.0,2024-05-02,219.65630397467817,completed,desktop,UK,click,USD
242,C2463,2023-06-11,28.0,1.0,2024-09-17,219.65630397467817,completed,desktop,UK,purchase,USD
243,C2463,2023-06-11,28.0,1.0,2024-05-25,-353.50991215871267,refunded,mobile,US,click,USD
244,C2463,2023-06-11,28.0,1.0,2025-04-01,-353.50991215871267,refunded,mobile,US,purchase,USD
245,C5459,2023-02-04,30.0,0.0,2024-03-13,-67.5709798436544,refunded,desktop,US,purchase,USD
246,C5459,2023-02-04,30.0,0.0,2024-01-16,21.210738036726227,completed,desktop,UK,purchase,USD
247,C1631,2022-06-29,25.0,0.0,2023-11-22,234.13798901842847,completed,mobile,UK,purchase,USD
248,C5301,2022-02-02,30.0,0.0,2022-06-29,-219.730790875234,refunded,desktop,UK,click,USD
249,C5301,2022-02-02,30.0,0.0,2022-06-30,-219.730790875234,refunded,desktop,UK,purchase,USD
250,C5301,2022-02-02,30.0,0.0,2024-01-14,114.03676057484996,completed,desktop,UK,click,USD
251,C5301,2022-02-02,30.0,0.0,2023-06-06,114.03676057484996,completed,desktop,UK,purchase,USD
252,C5301,2022-02-02,30.0,0.0,2023-11-04,-138.08858364779846,refunded,mobile,US,click,USD
253,C5301,2022-02-02,30.0,0.0,2023-08-07,-138.08858364779846,refunded,mobile,US,purchase,USD
254,C288,2022-06-24,28.0,0.0,2023-05-28,-70.50143297055389,refunded,desktop,UK,view,USD
255,C4283,2022-05-21,25.0,0.0,2024-02-21,-217.4030459595529,refunded,desktop,UK,click,USD
256,C1908,2022-11-10,25.0,1.0,2024-02-26,-337.95491599402493,refunded,desktop,US,click,USD
257,C1908,2022-11-10,25.0,1.0,2023-04-10,-337.95491599402493,refunded,desktop,US,purchase,USD
258,C1908,2022-11-10,25.0,1.0,2023-12-30,-337.95491599402493,refunded,desktop,US,view,USD
259,C1908,2022-11-10,25.0,1.0,2023-09-04,294.1072912274353,completed,desktop,US,click,USD
260,C1908,2022-11-10,25.0,1.0,2024-07-13,294.1072912274353,completed,desktop,US,purchase,USD
261,C1908,2022-11-10,25.0,1.0,2023-07-31,294.1072912274353,completed,desktop,US,view,USD
262,C1908,2022-11-10,25.0,1.0,2023-04-03,-294.40370669151537,refunded,desktop,US,click,USD
263,C1908,2022-11-10,25.0,1.0,2023-10-22,-294.40370669151537,refunded,desktop,US,purchase,USD
264,C1908,2022-11-10,25.0,1.0,2024-07-26,-294.40370669151537,refunded,desktop,US,view,USD
265,C1908,2022-11-10,25.0,1.0,2024-06-04,-257.7241374306779,refunded,mobile,US,click,USD
266,C1908,2022-11-10,25.0,1.0,2022-11-12,-257.7241374306779,refunded,mobile,US,purchase,USD
267,C1908,2022-11-10,25.0,1.0,2023-09-10,-257.7241374306779,refunded,mobile,US,view,USD
